GPPractice/Area;Year;Age;Sex;AreaType;PracticeCode;PatientCount_Asthma;PatientCount_Atrial Fibrillation;PatientCount_Cancer;PatientCount_Chronic Kidney Disease (CKD);PatientCount_Chronic Obstructive Pulmonary Disease (COPD);PatientCount_Coronary Heart Disease (CHD);PatientCount_Dementia;PatientCount_Depression;PatientCount_Diabetes;PatientCount_Eating Disorder;PatientCount_Epilepsy;PatientCount_Heart Failure;PatientCount_Hypertension;PatientCount_Mental Health;PatientCount_Osteoporosis;PatientCount_Palliative Care;PatientCount_Peripheral Arterial Disease (PAD);PatientCount_Rheumatoid Arthritis;PatientCount_Stroke and TIA;Change_Asthma;Change_Atrial Fibrillation;Change_Cancer;Change_Chronic Kidney Disease (CKD);Change_Chronic Obstructive Pulmonary Disease (COPD);Change_Coronary Heart Disease (CHD);Change_Dementia;Change_Depression;Change_Diabetes;Change_Eating Disorder;Change_Epilepsy;Change_Heart Failure;Change_Hypertension;Change_Mental Health;Change_Osteoporosis;Change_Palliative Care;Change_Peripheral Arterial Disease (PAD);Change_Rheumatoid Arthritis;Change_Stroke and TIA;Rate_Asthma;Rate_Atrial Fibrillation;Rate_Cancer;Rate_Chronic Kidney Disease (CKD);Rate_Chronic Obstructive Pulmonary Disease (COPD);Rate_Coronary Heart Disease (CHD);Rate_Dementia;Rate_Depression;Rate_Diabetes;Rate_Eating Disorder;Rate_Epilepsy;Rate_Heart Failure;Rate_Hypertension;Rate_Mental Health;Rate_Osteoporosis;Rate_Palliative Care;Rate_Peripheral Arterial Disease (PAD);Rate_Rheumatoid Arthritis;Rate_Stroke and TIA
Falkirk Town;2018;80-84;M;Cluster;;31;85;70;104;56;128;34;25;93;0;15;31;249;0;5;5;23;5;71;;;;;;;;;;;;;;;;;;;;7;19.2;15.8;23.5;12.6;28.9;7.7;5.6;21;0;3.4;7;56.2;0;1.1;1.1;5.2;1.1;16
Falkirk Town;2018;85plus;M;Cluster;;10;60;53;86;33;115;37;12;43;0;5;31;167;5;0;0;14;5;47;;;;;;;;;;;;;;;;;;;;3.4;20.3;18;29.2;11.2;39;12.5;4.1;14.6;0;1.7;10.5;56.6;1.7;0;0;4.7;1.7;15.9
Falkirk Town;2018;All;M;Cluster;;1163;453;556;465;530;1057;125;1517;1254;10;336;204;2904;235;13;33;230;59;509;;;;;;;;;;;;;;;;;;;;6;2.3;2.9;2.4;2.7;5.4;0.6;7.8;6.4;0.1;1.7;1;14.9;1.2;0.1;0.2;1.2;0.3;2.6
Falkirk Town;2019;00-04;M;Cluster;;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12.5;;;;;;;;;;;;;;;;;;;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falkirk Town;2019;05-09;M;Cluster;;53;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0;0;0;0;-10.2;;;;;;;;0;;120;;;;;;;;;5.2;0;0;0;0;0;0;0;0.5;0;1.1;0;0;0;0;0;0;0;0
Falkirk Town;2019;10-14;M;Cluster;;62;0;5;0;0;0;0;0;5;0;10;0;0;0;0;0;0;0;0;14.8;;0;;;;;;0;;0;;;;;;;;;5.8;0;0.5;0;0;0;0;0;0.5;0;0.9;0;0;0;0;0;0;0;0
Falkirk Town;2019;15-19;M;Cluster;;61;0;0;0;0;0;0;10;10;0;5;0;0;0;0;0;0;0;0;-11.6;;;;;;;-33.3;0;;0;;;;;;;;;6.4;0;0;0;0;0;0;1;1;0;0.5;0;0;0;0;0;0;0;0
Falkirk Town;2019;20-24;M;Cluster;;55;0;0;0;0;0;0;91;5;5;14;0;0;5;0;0;0;0;0;-15.4;;;;;;;33.8;0;;7.7;;;-50;;;;;;4.8;0;0;0;0;0;0;8;0.4;0.4;1.2;0;0;0.4;0;0;0;0;0
Falkirk Town;2019;25-29;M;Cluster;;64;0;5;0;0;0;0;128;15;0;24;0;10;10;0;0;0;0;0;-8.6;;0;;;;;4.1;0;;0;;-9.1;0;;;;;;5;0;0.4;0;0;0;0;10;1.2;0;1.9;0;0.8;0.8;0;0;0;0;0
Falkirk Town;2019;30-34;M;Cluster;;74;0;5;0;0;5;0;167;14;0;21;0;19;14;0;0;0;0;0;-2.6;;0;;;0;;11.3;-17.6;;10.5;;46.2;40;;;;;;5.4;0;0.4;0;0;0.4;0;12.3;1;0;1.5;0;1.4;1;0;0;0;0;0
Falkirk Town;2019;35-39;M;Cluster;;71;0;10;0;0;5;0;161;27;0;28;0;33;15;0;0;0;0;5;4.4;;0;;;0;;3.9;0;;3.7;;-19.5;-16.7;;;;;0;5.3;0;0.7;0;0;0.4;0;12;2;0;2.1;0;2.5;1.1;0;0;0;0;0.4
Falkirk Town;2019;40-44;M;Cluster;;90;5;14;5;5;10;0;167;44;0;20;5;69;26;0;0;0;5;5;-10.9;0;27.3;0;-50;0;;2.5;4.8;;-13;0;-1.4;-10.3;;;;0;0;6.7;0.4;1;0.4;0.4;0.7;0;12.4;3.3;0;1.5;0.4;5.1;1.9;0;0;0;0.4;0.4
Falkirk Town;2019;45-49;M;Cluster;;118;10;12;10;14;25;0;192;75;0;27;5;153;29;0;0;10;5;14;0;100;-14.3;0;27.3;19;;0.5;-6.2;;8;;-4.4;-9.4;;;100;0;-12.5;7.4;0.6;0.8;0.6;0.9;1.6;0;12.1;4.7;0;1.7;0.3;9.6;1.8;0;0;0.6;0.3;0.9
Falkirk Town;2019;50-54;M;Cluster;;115;13;32;14;32;45;0;200;130;5;35;10;264;29;0;0;5;5;26;1.8;-13.3;14.3;27.3;-8.6;-6.2;;12.4;1.6;0;-16.7;0;3.9;31.8;;;-50;0;0;7.1;0.8;2;0.9;2;2.8;0;12.4;8.1;0.3;2.2;0.6;16.4;1.8;0;0;0.3;0.3;1.6
Falkirk Town;2019;55-59;M;Cluster;;118;28;52;17;65;91;0;170;163;0;35;13;364;29;0;5;24;10;48;8.3;-3.4;8.3;-5.6;25;-2.2;;1.8;-1.8;;2.9;-7.1;2.8;-23.7;;0;14.3;100;14.3;7.6;1.8;3.3;1.1;4.2;5.9;0;10.9;10.5;0;2.3;0.8;23.4;1.9;0;0.3;1.5;0.6;3.1
Falkirk Town;2019;60-64;M;Cluster;;84;52;49;21;58;118;0;124;169;0;22;18;381;20;0;5;31;10;56;20;6.1;6.5;-27.6;-10.8;-4.1;-100;17;5.6;;-15.4;20;1.3;17.6;;0;14.8;0;-9.7;7.2;4.4;4.2;1.8;4.9;10.1;0;10.6;14.4;0;1.9;1.5;32.5;1.7;0;0.4;2.6;0.9;4.8
Falkirk Town;2019;65-69;M;Cluster;;59;53;71;38;101;146;5;78;158;0;27;31;418;19;0;5;39;5;69;18;10.4;0;-5;-1.9;-1.4;0;-4.9;6.8;;8;10.7;1;-24;;0;-9.3;0;7.8;6;5.4;7.2;3.8;10.2;14.8;0.5;7.9;16;0;2.7;3.1;42.3;1.9;0;0.5;3.9;0.5;7
Falkirk Town;2019;70-74;M;Cluster;;56;97;112;78;97;208;17;60;184;0;26;37;500;14;0;5;46;5;89;5.7;2.1;5.7;-10.3;12.8;0.5;0;13.2;1.1;;8.3;2.8;5;16.7;;0;7;0;-2.2;5.8;10;11.5;8;10;21.4;1.8;6.2;19;0;2.7;3.8;51.5;1.4;0;0.5;4.7;0.5;9.2
Falkirk Town;2019;75-79;M;Cluster;;35;68;88;77;87;151;27;29;129;0;17;36;332;10;5;5;40;10;85;6.1;17.2;3.5;1.3;11.5;-4.4;0;0;1.6;;21.4;5.9;4.4;0;0;0;-7;0;6.2;5.7;11.1;14.4;12.6;14.2;24.7;4.4;4.7;21.1;0;2.8;5.9;54.3;1.6;0.8;0.8;6.5;1.6;13.9
Falkirk Town;2019;80-84;M;Cluster;;27;73;68;87;46;133;33;21;87;0;15;37;239;5;5;5;20;5;77;-12.9;-14.1;-2.9;-16.3;-17.9;3.9;-2.9;-16;-6.5;;0;19.4;-4;;0;0;-13;0;8.5;6.3;17.1;16;20.4;10.8;31.2;7.7;4.9;20.4;0;3.5;8.7;56.1;1.2;1.2;1.2;4.7;1.2;18.1
Falkirk Town;2019;85plus;M;Cluster;;10;67;58;85;36;115;37;10;52;0;5;26;171;0;0;5;12;5;49;0;11.7;9.4;-1.2;9.1;0;0;-16.7;20.9;;0;-16.1;2.4;-100;;;-14.3;0;4.3;3.3;21.9;19;27.8;11.8;37.6;12.1;3.3;17;0;1.6;8.5;55.9;0;0;1.6;3.9;1.6;16
Falkirk Town;2019;All;M;Cluster;;1164;467;582;433;545;1046;124;1607;1272;15;341;216;2953;224;10;41;229;62;528;0.1;3.1;4.7;-6.9;2.8;-1;-0.8;5.9;1.4;50;1.5;5.9;1.7;-4.7;-23.1;24.2;-0.4;5.1;3.7;5.9;2.4;3;2.2;2.8;5.3;0.6;8.2;6.5;0.1;1.7;1.1;15;1.1;0.1;0.2;1.2;0.3;2.7
Falkirk Town;2020;00-04;M;Cluster;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28.6;;;;;;;;;;;;;;;;;;;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falkirk Town;2020;05-09;M;Cluster;;61;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;15.1;;;;;;;;-100;;-54.5;;;;;;;;;6.2;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
Falkirk Town;2020;10-14;M;Cluster;;79;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0;0;0;0;27.4;;-100;;;;;;0;;10;;;;;;;;;7.3;0;0;0;0;0;0;0;0.5;0;1;0;0;0;0;0;0;0;0
Falkirk Town;2020;15-19;M;Cluster;;60;0;0;0;0;0;0;5;5;0;5;0;0;0;0;0;0;0;0;-1.6;;;;;;;-50;-50;;0;;;;;;;;;6.1;0;0;0;0;0;0;0.5;0.5;0;0.5;0;0;0;0;0;0;0;0
Falkirk Town;2020;20-24;M;Cluster;;62;0;0;0;0;0;0;94;11;5;15;0;0;5;0;0;0;0;0;12.7;;;;;;;3.3;120;0;7.1;;;0;;;;;;5.5;0;0;0;0;0;0;8.3;1;0.4;1.3;0;0;0.4;0;0;0;0;0
Falkirk Town;2020;25-29;M;Cluster;;87;0;5;0;0;0;0;136;10;0;21;0;5;12;0;0;0;0;0;35.9;;0;;;;;6.2;-33.3;;-12.5;;-50;20;;;;;;6.8;0;0.4;0;0;0;0;10.7;0.8;0;1.6;0;0.4;0.9;0;0;0;0;0
Falkirk Town;2020;30-34;M;Cluster;;78;0;5;0;0;0;0;178;21;0;27;0;20;14;0;0;0;0;0;5.4;;0;;;-100;;6.6;50;;28.6;;5.3;0;;;;;;5.7;0;0.4;0;0;0;0;13.1;1.5;0;2;0;1.5;1;0;0;0;0;0
Falkirk Town;2020;35-39;M;Cluster;;80;0;10;0;0;5;0;178;26;0;23;0;26;13;0;0;0;0;5;12.7;;0;;;0;;10.6;-3.7;;-17.9;;-21.2;-13.3;;;;;0;6;0;0.8;0;0;0.4;0;13.4;2;0;1.7;0;2;1;0;0;0;0;0.4
Falkirk Town;2020;40-44;M;Cluster;;87;5;16;5;5;10;0;162;48;0;21;0;73;26;0;0;0;5;5;-3.3;0;14.3;0;0;0;;-3;9.1;;5;-100;5.8;0;;;;0;0;6.5;0.4;1.2;0.4;0.4;0.8;0;12.2;3.6;0;1.6;0;5.5;2;0;0;0;0.4;0.4
Falkirk Town;2020;45-49;M;Cluster;;112;10;13;10;14;30;0;200;77;0;25;5;155;28;0;0;5;5;11;-5.1;0;8.3;0;0;20;;4.2;2.7;;-7.4;0;1.3;-3.4;;;-50;0;-21.4;7.3;0.7;0.9;0.7;0.9;2;0;13.1;5;0;1.6;0.3;10.1;1.8;0;0;0.3;0.3;0.7
Falkirk Town;2020;50-54;M;Cluster;;132;14;26;10;34;43;0;205;127;0;36;5;259;29;0;0;10;5;30;14.8;7.7;-18.8;-28.6;6.2;-4.4;;2.5;-2.3;-100;2.9;-50;-1.9;0;;;100;0;15.4;8.3;0.9;1.6;0.6;2.1;2.7;0;12.9;8;0;2.3;0.3;16.3;1.8;0;0;0.6;0.3;1.9
Falkirk Town;2020;55-59;M;Cluster;;114;28;60;22;57;98;0;189;167;0;43;16;374;36;0;5;22;10;45;-3.4;0;15.4;29.4;-12.3;7.7;;11.2;2.5;;22.9;23.1;2.7;24.1;;0;-8.3;0;-6.2;7.2;1.8;3.8;1.4;3.6;6.2;0;12;10.6;0;2.7;1;23.7;2.3;0;0.3;1.4;0.6;2.9
Falkirk Town;2020;60-64;M;Cluster;;103;59;56;24;71;120;0;140;204;0;23;21;418;17;0;5;32;10;57;22.6;13.5;14.3;14.3;22.4;1.7;;12.9;20.7;;4.5;16.7;9.7;-15;;0;3.2;0;1.8;8.4;4.8;4.5;1.9;5.8;9.7;0;11.4;16.6;0;1.9;1.7;33.9;1.4;0;0.4;2.6;0.8;4.6
Falkirk Town;2020;65-69;M;Cluster;;59;55;68;36;93;137;5;79;156;0;23;22;385;20;0;5;36;0;67;0;3.8;-4.2;-5.3;-7.9;-6.2;0;1.3;-1.3;;-14.8;-29;-7.9;5.3;;0;-7.7;-100;-2.9;6.2;5.8;7.1;3.8;9.8;14.4;0.5;8.3;16.4;0;2.4;2.3;40.4;2.1;0;0.5;3.8;0;7
Falkirk Town;2020;70-74;M;Cluster;;55;90;115;79;107;210;22;61;193;0;26;37;500;17;0;5;49;5;91;-1.8;-7.2;2.7;1.3;10.3;1;29.4;1.7;4.9;;0;0;0;21.4;;0;6.5;0;2.2;5.5;9;11.5;7.9;10.7;21;2.2;6.1;19.3;0;2.6;3.7;50;1.7;0;0.5;4.9;0.5;9.1
Falkirk Town;2020;75-79;M;Cluster;;38;86;91;76;85;163;23;37;140;0;20;42;344;10;0;5;39;5;84;8.6;26.5;3.4;-1.3;-2.3;7.9;-14.8;27.6;8.5;;17.6;16.7;3.6;0;-100;0;-2.5;-50;-1.2;6;13.5;14.3;11.9;13.3;25.6;3.6;5.8;22;0;3.1;6.6;54;1.6;0;0.8;6.1;0.8;13.2
Falkirk Town;2020;80-84;M;Cluster;;23;71;72;75;44;122;32;18;88;0;12;34;233;0;0;5;22;5;75;-14.8;-2.7;5.9;-13.8;-4.3;-8.3;-3;-14.3;1.1;;-20;-8.1;-2.5;-100;-100;0;10;0;-2.6;5.5;17.1;17.3;18.1;10.6;29.4;7.7;4.3;21.2;0;2.9;8.2;56.1;0;0;1.2;5.3;1.2;18.1
Falkirk Town;2020;85plus;M;Cluster;;16;76;61;89;34;102;38;10;58;0;5;29;176;0;5;5;12;0;55;60;13.4;5.2;4.7;-5.6;-11.3;2.7;0;11.5;;0;11.5;2.9;;;0;0;-100;12.2;5.1;24.1;19.3;28.2;10.8;32.3;12;3.2;18.4;0;1.6;9.2;55.7;0;1.6;1.6;3.8;0;17.4
Falkirk Town;2020;All;M;Cluster;;1255;496;601;428;547;1041;121;1695;1339;15;342;216;2967;227;10;36;226;60;527;7.8;6.2;3.3;-1.2;0.4;-0.5;-2.4;5.5;5.3;0;0.3;0;0.5;1.3;0;-12.2;-1.3;-3.2;-0.2;6.4;2.5;3.1;2.2;2.8;5.3;0.6;8.6;6.8;0.1;1.7;1.1;15.1;1.2;0.1;0.2;1.2;0.3;2.7
Falkirk Town;2021;00-04;M;Cluster;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falkirk Town;2021;05-09;M;Cluster;;52;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-14.8;;;;;;;;;;0;;;;;;;;;5.6;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
Falkirk Town;2021;10-14;M;Cluster;;66;0;0;0;0;0;0;0;5;0;10;0;0;0;0;0;0;0;0;-16.5;;;;;;;;0;;-9.1;;;;;;;;;6.1;0;0;0;0;0;0;0;0.5;0;0.9;0;0;0;0;0;0;0;0
Falkirk Town;2021;15-19;M;Cluster;;62;0;0;0;0;0;0;10;5;5;10;0;0;0;0;0;0;0;0;3.3;;;;;;;100;0;;100;;;;;;;;;6.1;0;0;0;0;0;0;1;0.5;0.5;1;0;0;0;0;0;0;0;0
Falkirk Town;2021;20-24;M;Cluster;;60;0;0;0;0;0;0;80;12;5;11;0;0;5;0;0;0;0;0;-3.2;;;;;;;-14.9;9.1;0;-26.7;;;0;;;;;;5.5;0;0;0;0;0;0;7.4;1.1;0.5;1;0;0;0.5;0;0;0;0;0
Falkirk Town;2021;25-29;M;Cluster;;70;0;5;0;0;0;0;155;12;0;19;0;5;14;0;0;0;0;0;-19.5;;0;;;;;14;20;;-9.5;;0;16.7;;;;;;5.4;0;0.4;0;0;0;0;12;0.9;0;1.5;0;0.4;1.1;0;0;0;0;0
Falkirk Town;2021;30-34;M;Cluster;;91;0;5;0;0;0;0;170;18;0;24;0;12;14;0;0;0;0;0;16.7;;0;;;;;-4.5;-14.3;;-11.1;;-40;0;;;;;;6.7;0;0.4;0;0;0;0;12.5;1.3;0;1.8;0;0.9;1;0;0;0;0;0
Falkirk Town;2021;35-39;M;Cluster;;80;0;5;0;0;5;0;201;29;0;30;0;31;10;0;0;0;0;0;0;;-50;;;0;;12.9;11.5;;30.4;;19.2;-23.1;;;;;-100;5.9;0;0.4;0;0;0.4;0;14.9;2.1;0;2.2;0;2.3;0.7;0;0;0;0;0
Falkirk Town;2021;40-44;M;Cluster;;84;5;18;5;5;5;0;162;48;0;20;5;62;23;0;0;0;5;5;-3.4;0;12.5;0;0;-50;;0;0;;-4.8;;-15.1;-11.5;;;;0;0;6.5;0.4;1.4;0.4;0.4;0.4;0;12.6;3.7;0;1.6;0.4;4.8;1.8;0;0;0;0.4;0.4
Falkirk Town;2021;45-49;M;Cluster;;106;10;14;10;16;31;0;198;77;0;24;5;139;30;0;0;0;5;10;-5.4;0;7.7;0;14.3;3.3;;-1;0;;-4;0;-10.3;7.1;;;-100;0;-9.1;7.2;0.7;1;0.7;1.1;2.1;0;13.5;5.3;0;1.6;0.3;9.5;2.1;0;0;0;0.3;0.7
Falkirk Town;2021;50-54;M;Cluster;;137;15;28;10;28;46;0;220;112;0;31;5;238;34;0;5;10;5;24;3.8;7.1;7.7;0;-17.6;7;;7.3;-11.8;;-13.9;0;-8.1;17.2;;;0;0;-20;8.7;0.9;1.8;0.6;1.8;2.9;0;13.9;7.1;0;2;0.3;15;2.1;0;0.3;0.6;0.3;1.5
Falkirk Town;2021;55-59;M;Cluster;;116;31;54;23;49;84;0;180;180;0;44;12;364;28;0;0;20;10;38;1.8;10.7;-10;4.5;-14;-14.3;;-4.8;7.8;;2.3;-25;-2.7;-22.2;;-100;-9.1;0;-15.6;7.4;2;3.4;1.5;3.1;5.3;0;11.5;11.5;0;2.8;0.8;23.2;1.8;0;0;1.3;0.6;2.4
Falkirk Town;2021;60-64;M;Cluster;;109;52;54;27;68;111;0;159;190;0;25;23;415;21;0;5;28;10;58;5.8;-11.9;-3.6;12.5;-4.2;-7.5;;13.6;-6.9;;8.7;9.5;-0.7;23.5;;0;-12.5;0;1.8;8.5;4.1;4.2;2.1;5.3;8.7;0;12.4;14.9;0;2;1.8;32.5;1.6;0;0.4;2.2;0.8;4.5
Falkirk Town;2021;65-69;M;Cluster;;64;52;73;42;83;144;5;74;163;0;23;25;382;21;0;0;35;5;79;8.5;-5.5;7.4;16.7;-10.8;5.1;0;-6.3;4.5;;0;13.6;-0.8;5;;-100;-2.8;;17.9;6.6;5.3;7.5;4.3;8.5;14.8;0.5;7.6;16.7;0;2.4;2.6;39.2;2.2;0;0;3.6;0.5;8.1
Falkirk Town;2021;70-74;M;Cluster;;61;96;131;86;107;210;20;72;200;0;25;39;494;18;0;5;50;5;90;10.9;6.7;13.9;8.9;0;0;-9.1;18;3.6;;-3.8;5.4;-1.2;5.9;;0;2;0;-1.1;6;9.4;12.8;8.4;10.5;20.5;2;7;19.6;0;2.4;3.8;48.3;1.8;0;0.5;4.9;0.5;8.8
Falkirk Town;2021;75-79;M;Cluster;;33;89;101;83;79;164;25;43;136;0;23;36;367;10;0;5;35;5;87;-13.2;3.5;11;9.2;-7.1;0.6;8.7;16.2;-2.9;;15;-14.3;6.7;0;;0;-10.3;0;3.6;5.2;14;15.9;13.1;12.5;25.9;3.9;6.8;21.5;0;3.6;5.7;57.9;1.6;0;0.8;5.5;0.8;13.7
Falkirk Town;2021;80-84;M;Cluster;;24;70;64;74;47;123;34;18;94;0;10;34;206;5;0;5;25;5;72;4.3;-1.4;-11.1;-1.3;6.8;0.8;6.2;0;6.8;;-16.7;0;-11.6;;;0;13.6;0;-4;5.9;17.2;15.7;18.2;11.5;30.2;8.4;4.4;23.1;0;2.5;8.4;50.6;1.2;0;1.2;6.1;1.2;17.7
Falkirk Town;2021;85plus;M;Cluster;;19;75;59;90;30;100;33;10;59;0;10;31;190;0;0;5;13;5;58;18.8;-1.3;-3.3;1.1;-11.8;-2;-13.2;0;1.7;;100;6.9;8;;-100;0;8.3;;5.5;6;23.8;18.7;28.6;9.5;31.7;10.5;3.2;18.7;0;3.2;9.8;60.3;0;0;1.6;4.1;1.6;18.4
Falkirk Town;2021;All;M;Cluster;;1243;497;618;452;517;1028;118;1751;1344;19;341;215;2906;232;10;33;218;63;525;-1;0.2;2.8;5.6;-5.5;-1.2;-2.5;3.3;0.4;26.7;-0.3;-0.5;-2.1;2.2;0;-8.3;-3.5;5;-0.4;6.4;2.6;3.2;2.3;2.7;5.3;0.6;9;6.9;0.1;1.8;1.1;14.9;1.2;0.1;0.2;1.1;0.3;2.7
Falkirk Town;2022;00-04;M;Cluster;;14;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;40;;;;;;;;;;;;;;;;;;;1.7;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0
Falkirk Town;2022;05-09;M;Cluster;;44;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-15.4;;;;;;;;;;0;;;;;;;;;4.8;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
Falkirk Town;2022;10-14;M;Cluster;;64;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;-3;;;;;;;;0;;-50;;;;;;;;;6;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0
Falkirk Town;2022;15-19;M;Cluster;;49;0;0;0;0;0;0;10;10;0;10;0;0;0;0;0;0;0;0;-21;;;;;;;0;100;-100;0;;;;;;;;;4.6;0;0;0;0;0;0;0.9;0.9;0;0.9;0;0;0;0;0;0;0;0
Falkirk Town;2022;20-24;M;Cluster;;62;0;0;0;0;0;0;66;10;0;12;0;0;5;0;0;0;0;0;3.3;;;;;;;-17.5;-16.7;-100;9.1;;;0;;;;;;5.8;0;0;0;0;0;0;6.2;0.9;0;1.1;0;0;0.5;0;0;0;0;0
Falkirk Town;2022;25-29;M;Cluster;;62;0;0;0;0;0;0;151;13;0;19;0;5;13;0;0;0;0;0;-11.4;;-100;;;;;-2.6;8.3;;0;;0;-7.1;;;;;;4.7;0;0;0;0;0;0;11.5;1;0;1.4;0;0.4;1;0;0;0;0;0
Falkirk Town;2022;30-34;M;Cluster;;78;0;5;0;0;0;0;179;17;0;26;0;13;10;0;0;0;0;0;-14.3;;0;;;;;5.3;-5.6;;8.3;;8.3;-28.6;;;;;;5.6;0;0.4;0;0;0;0;12.8;1.2;0;1.9;0;0.9;0.7;0;0;0;0;0
Falkirk Town;2022;35-39;M;Cluster;;80;0;10;0;5;5;0;199;35;0;21;0;31;16;0;0;0;5;0;0;;100;;;0;;-1;20.7;;-30;;0;60;;;;;;5.9;0;0.7;0;0.4;0.4;0;14.7;2.6;0;1.6;0;2.3;1.2;0;0;0;0.4;0
Falkirk Town;2022;40-44;M;Cluster;;74;5;14;5;5;5;0;180;55;0;23;0;66;24;0;0;0;5;5;-11.9;0;-22.2;0;0;0;;11.1;14.6;;15;-100;6.5;4.3;;;;0;0;5.6;0.4;1.1;0.4;0.4;0.4;0;13.5;4.1;0;1.7;0;5;1.8;0;0;0;0.4;0.4
Falkirk Town;2022;45-49;M;Cluster;;98;10;15;5;17;27;0;185;73;0;26;10;136;24;0;0;0;5;10;-7.5;0;7.1;-50;6.2;-12.9;;-6.6;-5.2;;8.3;100;-2.2;-20;;;;0;0;7;0.7;1.1;0.4;1.2;1.9;0;13.3;5.2;0;1.9;0.7;9.8;1.7;0;0;0;0.4;0.7
Falkirk Town;2022;50-54;M;Cluster;;135;15;32;10;18;42;0;229;111;0;29;5;223;34;0;5;10;5;26;-1.5;0;14.3;0;-35.7;-8.7;;4.1;-0.9;;-6.5;0;-6.3;0;;0;0;0;8.3;8.5;0.9;2;0.6;1.1;2.6;0;14.4;7;0;1.8;0.3;14;2.1;0;0.3;0.6;0.3;1.6
Falkirk Town;2022;55-59;M;Cluster;;112;26;49;21;53;93;0;197;178;0;46;11;353;26;0;0;17;10;35;-3.4;-16.1;-9.3;-8.7;8.2;10.7;;9.4;-1.1;;4.5;-8.3;-3;-7.1;;;-15;0;-7.9;7.2;1.7;3.1;1.3;3.4;6;0;12.7;11.4;0;3;0.7;22.7;1.7;0;0;1.1;0.6;2.2
Falkirk Town;2022;60-64;M;Cluster;;105;55;57;28;70;121;0;172;200;0;30;24;425;30;0;5;29;13;57;-3.7;5.8;5.6;3.7;2.9;9;;8.2;5.3;;20;4.3;2.4;42.9;;0;3.6;30;-1.7;7.8;4.1;4.2;2.1;5.2;9;0;12.8;14.9;0;2.2;1.8;31.6;2.2;0;0.4;2.2;1;4.2
Falkirk Town;2022;65-69;M;Cluster;;66;56;73;49;88;136;5;84;183;0;27;25;385;18;0;5;40;5;76;3.1;7.7;0;16.7;6;-5.6;0;13.5;12.3;;17.4;0;0.8;-14.3;;;14.3;0;-3.8;6.6;5.6;7.3;4.9;8.9;13.7;0.5;8.5;18.4;0;2.7;2.5;38.7;1.8;0;0.5;4;0.5;7.6
Falkirk Town;2022;70-74;M;Cluster;;52;94;126;85;95;179;19;80;206;0;21;47;459;20;0;5;39;10;88;-14.8;-2.1;-3.8;-1.2;-11.2;-14.8;-5;11.1;3;;-16;20.5;-7.1;11.1;;0;-22;100;-2.2;5.3;9.6;12.9;8.7;9.7;18.3;1.9;8.2;21.1;0;2.2;4.8;47;2;0;0.5;4;1;9
Falkirk Town;2022;75-79;M;Cluster;;39;90;109;110;72;182;28;44;153;0;26;38;400;10;0;5;34;5;87;18.2;1.1;7.9;32.5;-8.9;11;12;2.3;12.5;;13;5.6;9;0;;0;-2.9;0;0;5.6;13;15.7;15.9;10.4;26.3;4;6.3;22.1;0;3.8;5.5;57.7;1.4;0;0.7;4.9;0.7;12.6
Falkirk Town;2022;80-84;M;Cluster;;22;75;71;85;50;125;46;17;91;0;5;31;222;5;0;10;28;5;71;-8.3;7.1;10.9;14.9;6.4;1.6;35.3;-5.6;-3.2;;-50;-8.8;7.8;0;;100;12;0;-1.4;5.3;17.9;17;20.3;12;29.9;11;4.1;21.8;0;1.2;7.4;53.1;1.2;0;2.4;6.7;1.2;17
Falkirk Town;2022;85plus;M;Cluster;;22;78;60;106;33;95;32;16;67;0;14;29;205;0;0;0;13;5;61;15.8;4;1.7;17.8;10;-5;-3;60;13.6;;40;-6.5;7.9;;;-100;0;0;5.2;6.6;23.4;18;31.8;9.9;28.5;9.6;4.8;20.1;0;4.2;8.7;61.6;0;0;0;3.9;1.5;18.3
